3140
qstr_Next_Page Next_Page
qstr_The_battle_was_lost. The_battle_was_lost._Your_forces_were_utterly_crushed.
qstr_Your_companions_carr Your_companions_carry_you_away_from_the_fighting.
qstr_You_have_defeated_th You_have_defeated_the_enemy.
qstr_You_have_retreated_f You_have_retreated_from_the_siege.
qstr_Your_controversy_has Your_controversy_has_increased_due_to_this_retreat.
qstr_You_have_retreated_fr You_have_retreated_from_the_fight.
qstr_^^Ally_Casualties:{s ^^Ally_Casualties:{s0}
qstr_Current_progress:_{r Current_progress:_{reg4}/{reg5}.
qstr_{!}{s4}_skipped_in_p {!}{s4}_skipped_in_p_total_enemy_casualties_capture_queue_because_is_friendly
qstr_{s1}_of_the_{s3}_man {s1}_of_the_{s3}_managed_to_escape.
qstr_{!}{s17} {!}{s17}
qstr_{!}Victory_comment._ {!}Victory_comment._Player_was_alone
qstr_{!}Ordinary_victory_ {!}Ordinary_victory_comment._The_player_provided_at_least_40_percent_forces.
qstr_{!}Player_participat {!}Player_participation_comment._The_enemy_had_at_least_1k_starting_strength.
qstr_{!}No_victory_commen {!}No_victory_comment._The_battle_was_small,_and_the_player_provided_less_than_40_percent_of_allied_strength
qstr_Some_of_your_tendons Some_of_your_tendons_have_been_damaged_in_the_battle._You_lose_1_strength.
qstr_You_took_a_nasty_wou You_took_a_nasty_wound_which_will_cause_you_to_limp_slightly_even_after_it_heals._You_lose_1_agility.
qstr_You_have_trouble_thi You_have_trouble_thinking_straight_after_the_battle,_perhaps_from_a_particularly_hard_hit_to_your_head,_and_frequent_headaches_now_plague_your_existence._Your_intelligence_is_reduced_by_1.
qstr_Perhaps_I_m_getting_ Perhaps_I'm_getting_unlucky...
qstr_Retirement_is_starti Retirement_is_starting_to_sound_better_and_better.
qstr_No_matter!_I_will_pe No_matter!_I_will_persevere!
qstr_What_did_I_do_to_des What_did_I_do_to_deserve_this?
qstr_I_suppose_it_ll_make I_suppose_it'll_make_for_a_good_story,_at_least...
qstr_{s9}_wants_you_to_fo {s9}_wants_you_to_follow_his_army_until_further_notice.
qstr_{s8}_of_the_{s9} {s8}_of_the_{s9}
qstr__Your_own_banner_fli _Your_own_banner_flies_over_the_castle_gate.
qstr__You_see_the_banner_ _You_see_the_banner_of_{s7}_over_the_castle_gate.
qstr__Your_own_banner_flie _Your_own_banner_flies_over_the_town_gates.
qstr__You_see_the_banner_o _You_see_the_banner_of_{s7}_over_the_town_gates.
qstr_The_{reg6?town_s:cas The_{reg6?town's:castle's}_food_stores_should_last_for_{reg3}_more_days.
qstr_The_{reg6?town_s:cast The_{reg6?town's:castle's}_food_stores_have_run_out_and_the_defenders_are_starving.
qstr_You_re_preparing_to_ You're_preparing_to_attack_the_walls,_the_work_should_finish_in_{reg9}_hours.
qstr_Your_forces_are_buil Your_forces_are_building_a_siege_tower._They_estimate_another_{reg9}_hours_to_complete_the_build.
qstr_You_are_ready_to_att You_are_ready_to_attack_the_walls_at_any_time.
qstr_The_siege_tower_is_b The_siege_tower_is_built_and_ready_to_make_an_assault.
qstr_As_a_last_defensive_ As_a_last_defensive_effort,_you_retreat_to_the_main_hall_of_the_keep._You_and_your_remaining_soldiers_will_put_up_a_desperate_fight_here._If_you_are_defeated,_there's_no_other_place_to_fall_back_to.
qstr_You_ve_been_driven_a You've_been_driven_away_from_the_walls._Now_the_attackers_are_pouring_into_the_streets._IF_you_can_defeat_them,_you_can_perhaps_turn_the_tide_and_save_the_day.
qstr_You_ve_breached_the_ You've_breached_the_town_walls,_but_the_stubborn_defenders_continue_to_resist_you_in_the_streets!_You'll_have_to_deal_with_them_before_you_can_attack_the_keep_at_the_heart_of_the_town.
qstr_The_town_center_is_y The_town_center_is_yours,_but_the_remaining_defenders_have_retreated_to_the_castle._It_must_fall_before_you_can_complete_your_victory.
qstr_The_remaining_defend The_remaining_defenders_have_retreated_to_the_castle_as_a_last_defense._You_must_go_in_and_crush_any_remaining_resistance.
qstr_However_since_you_ar However,_since_you_are_not_a_sworn_{reg63?man:follower}_of_{s9},_there_is_no_chance_he_would_recognize_you_as_the_{reg63?lord:lady}_of_this_{reg8?town:castle}.
qstr_The_enemy_has_been_f The_enemy_has_been_forced_to_retreat_and_abandon_the_surprise_assault.
qstr_The_enemy_has_been_fo The_enemy_has_been_forced_to_retreat._The_assault_is_over,_but_the_siege_continues.
qstr_As_you_approach_you_ As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{reg63?king:queen}.
qstr_As_you_approach_you_a As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{reg63?lord:lady}.
qstr_{!}Prosperity:_{reg4 {!}Prosperity:_{reg4}
qstr__This_village_and_th _This_village_and_the_surrounding_lands_belong_to_you.
qstr__You_remember_that_t _You_remember_that_this_village_and_the_surrounding_lands_belong_to_{s7}.
qstr__These_lands_belong_ _These_lands_belong_to_no_one.
qstr_{!}_{s3}__{reg9}_. {!}_{s3}_({reg9}).
qstr__The_village_is_infe _The_village_is_infested_by_{reg8}_{s35}.
qstr__The_village_has_bee _The_village_has_been_looted._A_handful_of_souls_scatter_as_you_pass_through_the_burnt_out_houses.
qstr__The_village_is_bein _The_village_is_being_raided.
qstr_No_one_here_seems_to No_one_here_seems_to_be_willing_to_join_your_party.
qstr_One_{s3}_volunteer_t One_{s3}_volunteer_to_follow_you_for_20_Dinars.
qstr_{reg5}_{s3}_voluntee {reg5}_{s3}_volunteers_to_follow_you_for_20_Dinars_each.
qstr_Try_as_you_might_you Try_as_you_might,_you_could_not_defeat_the_bandits._Infuriated,_they_raze_the_village_to_the_ground_to_punish_the_peasants,_and_then_leave_the_burning_wasteland_behind_to_find_greener_pastures_to_plunder.
qstr_village village
qstr_town town
qstr_castle castle
qstr_{s10} {s10}
qstr_^{s10} ^{s10}
qstr_{s18}^{s10}. {s18}^{s10}.
qstr__{s10}___{reg12}%_Da ({s10}_-_{reg12}%_Damaged-)
qstr_The_{s17}_has_no_imp The_{s17}_has_no_improvements.
qstr_The_{s17}_has_the_fo The_{s17}_has_the_following_improvements:^^_______{s18}
qstr_The_assasins_beat_yo The_assasins_beat_you_down_and_leave_you_for_dead._.
qstr_You_have_fallen._The You_have_fallen._The_bandits_quickly_search_your_body_for_every_coin_they_can_find,_then_vanish_into_the_night._They_have_left_you_alive,_if_only_barely.
qstr_Luckily_some_of_your Luckily_some_of_your_companions_come_to_search_for_you_when_you_do_not_return,_and_find_you_lying_by_the_side_of_the_road._They_hurry_you_to_safety_and_dress_your_wounds.
qstr_Luckily_some_passing Luckily_some_passing_townspeople_find_you_lying_by_the_side_of_the_road,_and_recognise_you_as_something_other_than_a_simple_beggar._They_carry_you_to_the_nearest_inn_and_dress_your_wounds.
qstr_You_fail_to_steal_an You_fail_to_steal_any_cattle.
qstr_You_drive_away_{reg1 You_drive_away_{reg17}_{reg12?heads:head}_of_cattle_from_the_village's_herd.
qstr___{reg1}_denars_per_ _({reg1}_denars_per_night)
qstr_As_you_near_the_Snak As_you_near_the_Snake_Cult_stronghold,_you_can_see_its_many_defenders_manning_the_walls._It_may_be_a_bloody_day.
qstr_The_fully_rebuilt_Or The_fully_rebuilt_Order_fortress_conveys_an_impression_of_strength_and_permanence.
qstr_The_Order_stronghold The_Order_stronghold_seems_welcoming_now_that_it's_cleansed_of_every_trace_of_Cultist_presence.
qstr_Order_Stronghold Order_Stronghold
qstr_Report_news_of_your_ Report_news_of_your_victory_to_your_Order.
qstr_You_have_found_the_p You_have_found_the_place_described_by_village_elder._Bushes,_trees,_few_stones_laying_here_and_there._An_old_path_lay_in_front_of_you.
qstr_You_have_located_the You_have_located_the_old_ruins._Try_to_search_this_area_for_anything_pertaining_to_its_history.
qstr_At_first_glance_this At_first_glance_this_place_looks_like_a_peaceful_valley,_full_of_trees,_bees_and_flowers.
qstr_The_valley_remains_i The_valley_remains_incredibly_silent._Unchanged_since_your_last_visit.
qstr_The_base_is_fully_es The_base_is_fully_established_and_hidden_well._Garrisoned_soldiers_seem_to_be_in_a_good_mood.
qstr_The_base_is_fully_est The_base_is_fully_established_and_hidden_well._Everything_looks_normal,_but_you_can_feel_tension_in_the_air.
qstr_The_old_ruins_look_m The_old_ruins_look_more_and_more_appealing_every_time_you_visit_them.
qstr__no_prisoners_allowe ,_no_prisoners_allowed
qstr_It_seems_that_some_t It_seems_that_some_time_ago_a_battle_took_place_here._You_have_found:_few_bend_swords,_weathered_skeletons,_some_rusty_armor_pieces_with_faded_emblem_which_resemble_a_griffon_and_..._a_fragile_book.
qstr_It_seems_that_some_ti It_seems_that_some_time_ago_a_battle_took_place_here._You_have_found_so_far_only_rubbish:_few_bend_swords,_weathered_skeletons,_some_rusty_armor_pieces_with_faded_emblem_which_resemble_a_griffon._Search_the_valley_much_more_carefully.
qstr_Quest_log_updated. Quest_log_updated.
qstr_The_camp_is_too_smal The_camp_is_too_small_to_keep_prisoners_there._All_prisoners_were_taken_away_and_released.
qstr_This_camp_was_overcr This_camp_was_overcrowded_and_some_soldiers_deserted.
qstr_{!}DEBUG____Prosperi {!}DEBUG_--_Prosperity:_{reg4}
qstr_You_are_at_{s2}. You_are_at_{s2}.
qstr__This_castle_has_no_ _This_castle_has_no_garrison.
qstr__This_town_has_no_ga _This_town_has_no_garrison.
qstr__You_have_successful _You_have_successfully_sneaked_in.
qstr_{s13}_A_tournament_w {s13}_A_tournament_will_be_held_here_soon.
qstr_{s13}_Though_the_her {s13}_Though_the_heralds_recognize_your_banner_and_your_noble_origins,_the_few_left_free_spots_are_quickly_handed_out_to_more_renowned_knights_and_you_are_not_allowed_to_participate_in_this_tournament.
qstr_{s13}_You_have_neith {s13}_You_have_neither_a_noble_origin_nor_are_you_renowned._Therefore_you_are_not_allowed_to_participate_in_this_tournament.
qstr_{s13}_Despite_not_be {s13}_Despite_not_being_of_noble_origins,_the_tales_of_your_deeds_in_battle_and_your_weapon_prowess_has_spread_over_Pendor_and_reached_the_heralds._Therefore_they_allow_you_to_join_the_ranks_and_fight_in_this_tournament!
qstr_{s8}^Your_bid_to_cha {s8}^Your_bid_to_champion_the_{s9}_ends_in_failure.
qstr_However_you_forfeit_ However,_you_forfeit_all_material_rewards_and_dedicate_your_victory_to_the_glory_of_the_{s9}!
qstr_weapon_pack weapon_pack
qstr_armor_pieces armor_pieces
qstr_Additionally_you_hav Additionally,_you_have_been_presented_with_beautiful_{s21}_from_the_Noldor_Council.
qstr_Additionally_you_have Additionally,_you_have_been_presented_with_one_{s21}_from_the_town_Steward.
qstr__{s8}^Moreover_you_e _{s8}^Moreover,_you_earn_{reg8}_denars_from_the_clever_bets_you_placed_on_yourself...
qstr_Victory_is_yours!_Yo Victory_is_yours!_You_have_won_this_melee,_but_now_you_must_prepare_yourself_for_the_next_round._
qstr_You_have_been_bested You_have_been_bested_in_this_melee,_but_the_master_of_ceremonies_declares_a_recognition_of_your_skill_and_bravery,_allowing_you_to_take_part_in_the_next_round._
qstr_{!}{s11}^{s12} {!}{s11}^{s12}
qstr_You_were_beaten._The You_were_beaten._The_peasants_are_heartened_by_their_success,_but_the_lesson_you_wanted_to_teach_them_probably_didn't_get_through...
qstr_After_beating_your_l After_beating_your_last_opponent,_you_explain_to_the_peasants_how_to_better_defend_themselves_against_such_an_attack._Hopefully_they'll_take_the_experience_on_board_and_will_be_prepared_next_time.
qstr_The_bandits_are_brok The_bandits_are_broken!_Those_few_who_remain_alive_and_conscious_run_off_with_their_tails_between_their_legs,_terrified_of_the_peasants_and_their_new_champion.
qstr_{s1}_s_Ship {s1}'s_Ship
qstr_{!}DEBUG___{s1} {!}DEBUG_-_{s1}
qstr_However_{reg3?You_ar However,_{reg3?You_are:{s1}_is}_unable_to_find_any_trade_goods_that_would_bring_a_profit.
qstr_^Buying_{s4}_here_an ^Buying_{s4}_here_and_selling_it_at_{s5}_would_bring_a_profit_of_{reg6}_denars_per_item.{s3}
qstr_{reg3?You_find:{s1}_ {reg3?You_find:{s1}_finds}_out_the_following:^{s3}
qstr_{s2}^{reg1}_{s1}_ear {s2}^{reg1}_{s1}_earned_{reg0}_experience.
qstr_{s2}^{s1}_earned_an_ {s2}^{s1}_earned_an_additional_{reg0}_experience.
qstr_^You_earned_{reg0}_e ^You_earned_{reg0}_experience.{s2}
qstr_The_training_didn_t_ The_training_didn't_go_well_at_all.
qstr_The_training_didn_t_g The_training_didn't_go_very_well.
qstr_The_training_went_qu The_training_went_quite_well.
qstr_The_training_went_ve The_training_went_very_well.
qstr_The_training_went_pe The_training_went_perfectly.
qstr_{s13}_asked_you_to_r {s13}_asked_you_to_report_to_him_with_at_least_{reg13}_troops.
qstr_{s13}_ordered_you_to {s13}_ordered_you_to_join_the_assault_against_{s14}.
qstr_Find_and_speak_with_ Find_and_speak_with_{s3}_of_the_{s4}_to_give_him_your_oath_of_homage.
qstr_There_has_been_an_al There_has_been_an_alleged_border_incident:_{s9}
qstr_{!}{s11}{s12} {!}{s11}{s12}
qstr_{!}DEBUG____Hours_si {!}DEBUG_--_Hours_since_last_feast_started:_{reg4}
qstr_^^Note_that_so_long_ ^^Note_that_so_long_as_you_remain_marshal,_the_lords_of_the_realm_will_be_expecting_you_to_lead_them_on_campaign._So,_if_you_are_awaiting_a_feast,_either_for_a_wedding_or_for_other_purposes,_you_may_wish_to_resign_the_marshalship_by_speaking_to_your_liege.
qstr_Speak_to_the_Order_r Speak_to_the_Order_representative_of_the_{s9}.
qstr_Your_Trainer_skill_h Your_Trainer_skill_has_increased_by_1.
qstr_Your_Trainer_skill_ha Your_Trainer_skill_has_increased_by_2.
qstr_Your_Tactics_skill_h Your_Tactics_skill_has_increased_by_1.
qstr_Your_Tactics_skill_ha Your_Tactics_skill_has_increased_by_2.
qstr_Your_Intelligence_ha Your_Intelligence_has_increased_by_1.
qstr_Your_Intelligence_has Your_Intelligence_has_increased_by_2.
qstr_Your_Agility_has_inc Your_Agility_has_increased_by_1.
qstr_Your_Ironflesh_skill Your_Ironflesh_skill_has_increased_by_1.
qstr_Your_Riding_skill_ha Your_Riding_skill_has_increased_by_1.
qstr_Your_Strength_has_in Your_Strength_has_increased_by_1.
qstr_Your_Weapon_Master_s Your_Weapon_Master_skill_has_increased_by_1.
qstr_Your_Charisma_has_in Your_Charisma_has_increased_by_1.
qstr_Your_Charisma_has_inc Your_Charisma_has_increased_by_2.
qstr_Your_Leadership_skil Your_Leadership_skill_has_increased_by_1.
qstr_Your_Persuasion_skil Your_Persuasion_skill_has_increased_by_1.
qstr_Your_Engineer_skill_ Your_Engineer_skill_has_increased_by_1.
qstr_Your_Tactics_skill_has Your_Tactics_skill_has_decreased_by_1.
qstr_Your_Charisma_has_de Your_Charisma_has_decreased_by_1.
qstr_The_issue_has_been_r The_issue_has_been_resolved_successfully.
qstr__Your_party_members_ _Your_party_members_grumble_at_your_refusal_to_help_those_you_have_sworn_to_protect.
qstr_Breaking_camp... Breaking_camp...
qstr_{!}{s3}_commander_of {!}{s3}_commander_of_party_#{reg4}_which_is_not_his_troop_leaded_party_{reg5}
qstr_Soldiers_have_found_ Soldiers_have_found_a_dead_body_of_one_of_your_Vanskerries._Someone_had_gelded_him.
qstr_One_of_your_Vanskerr One_of_your_Vanskerries_has_been_killed_in_an_unfortunate_accident.
qstr_Soldiers_have_found_a Soldiers_have_found_a_massacred_body,_which_may_be_one_of_your_missing_Vanskerries._Peoples_blame_wild_animals.
qstr_One_of_your_Vanskerri One_of_your_Vanskerries_has_been_found_dead._Probably_old_wounds_have_just_opened.
qstr_Drunken_Caravan_Guar Drunken_Caravan_Guard
qstr_Drunken_Caravan_Guard Drunken_Caravan_Guards
qstr_Drunken_Mercenary Drunken_Mercenary
qstr_Drunken_Mercenaries Drunken_Mercenaries
qstr_Drunken_Adventurer Drunken_Adventurer
qstr_Drunken_Adventurers Drunken_Adventurers
qstr_Belligerent_Drunk Belligerent_Drunk
qstr_Belligerent_Drunks Belligerent_Drunks
qstr_Your_{s12}_have_acqui Your_{s12}_have_acquired_the_new_{s11}!
qstr_{!}DEBUG____Doing_po {!}DEBUG_--_Doing_political_calculations_for_{s9}
qstr_{!}DEBUG___{s4}_faction_chan {!}DEBUG_-_{s4}_faction_changed_in_defection
qstr_{s4}_and_is_now_know {s4},_and_is_now_known_as_{s7}
qstr_{!}{s4} {!}{s4}
qstr_{!}DEBUG____{s9}_has {!}DEBUG_--_{s9}_has_gained_{reg0}_relation_with_his_liege.
qstr_{!}DEBUG___{s4}_is_i {!}DEBUG_-_{s4}_is_in_{s5},_should_be_in_{s6},_disabling_political_cheat_mode
qstr_Your_party_is_spotte Your_party_is_spotted_by_{s1}.
qstr_Party_has_nothing_to Party_has_nothing_to_eat!
qstr_{reg1}_{s1}_{reg2?ha {reg1}_{s1}_{reg2?have:has}_escaped_from_your_party_during_the_night.
qstr_{s1}_of_the_{s3}_has {s1}_of_the_{s3}_has_been_released_from_captivity.
qstr_Building_of_{s10}_in Building_of_{s10}_in_{s4}_has_been_completed.
qstr_{s1}_has_won_the_tou {s1}_has_won_the_tournament_at_{s2}.
qstr_{!}{s1}_is_infested_ {!}{s1}_is_infested_by_bandits_(at_night).
qstr_{s1}_is_no_longer_in {s1}_is_no_longer_infested_by_bandits_(at_night).
qstr_{!}{s1}_is_holding_a {!}{s1}_is_holding_a_tournament.
qstr_You_pay_for_accommod You_pay_for_accommodation.
qstr_D_Shar_have_fallen_a D'Shar_have_fallen_alongside_their_ideals._The_Inquisition_will_focus_and_deploy_all_efforts_against_Heretics_further_north.
qstr_Betrothal_to_{s5}_ex Betrothal_to_{s5}_expires
qstr__Your_tactics_skill_ _Your_tactics_skill_has_increased_by_1.
qstr__Your_persuasion_ski _Your_persuasion_skill_has_increased_by_1.
qstr__Your_leadership_ski _Your_leadership_skill_has_increased_by_1.
qstr__Your_intelligence_h _Your_intelligence_has_increased_by_1.
qstr__Your_trade_skill_ha _Your_trade_skill_has_increased_by_1.
qstr__Your_weapon_master_ _Your_weapon_master_skill_has_increased_by_1.
qstr__Your_engineer_skill _Your_engineer_skill_has_increased_by_1.
qstr__Your_relation_with_ _Your_relation_with_the_Noldor_has_improved.
qstr_The_book_was_very_in The_book_was_very_interesting_and_you_have_discovered_some_new_facts._It_is_time_share_your_findings_with_Vorador.
qstr__Unfortunately_the_b _Unfortunately_the_brittle,_moldy_old_pages_crumble._Almost_as_if_fate_intended_it_this_way_...
qstr_You_have_finished_re You_have_finished_reading_{s1}.{s2}
qstr_Book_Read Book_Read
qstr_Your_Order_Stronghol Your_Order_Stronghold_has_been_fully_rebuilt!
qstr_The_Order_blacksmith The_Order_blacksmith_sends_a_message_that_your_item_is_ready!
qstr_Your_hidden_camp_has Your_hidden_camp_has_been_fully_built!
qstr_{s1}_is_scouted. {s1}_is_scouted.
qstr_{!}DEBUG___{s4}_faction_chang {!}DEBUG_-_{s4}_faction_changed_from_slot_troop_change_to_faction
qstr_{s36}_has_switched_f {s36}_has_switched_from_the_{s2}_to_the_{s3}_and_is_now_known_as_{s1}.
qstr_{!}DEBUG_:_{s2}_is_b {!}DEBUG_:_{s2}_is_besieged_by_{s3}
qstr_{!}DEBUG___Checking_ {!}DEBUG_-_Checking_fire_at_{s4}_for_{s5}_-_current_time_{reg3},_last_nearby_fire_{reg4}
qstr_A_god_s_voice_booms_ A_god's_voice_booms_across_the_sky:__I_am_Astraea,_Goddess_of_Justice.__Fight_to_defend_it_and_I_will_aid_you_when_and_where_I_can.
qstr_A_god_s_voice_booms_a A_god's_voice_booms_across_the_sky:__You_battle_and_defeat_my_Jatu.__Beware_the_wrath_of_Indar.
qstr_A_god_s_voice_booms_ac A_god's_voice_booms_across_the_sky:__I_command_you_to_drive_from_my_lands_these_foul_Serpent_Cultists_who_defile_it,_in_the_Name_of_Damia_Provideo.
qstr_A_god_s_voice_booms_acr A_god's_voice_booms_across_the_sky:__You_will_cease_fighting_my_children_of_the_Mystmountains_or_die_in_the_claws_of_Vejovis.
qstr_A_god_s_voice_booms_acro A_god's_voice_booms_across_the_sky:__I_Eunomia_Stabilitis,_first_in_rank_amongst_the_hierarchy_of_the_Pendor_Gods,_warn_you,_Chosen_One.__You_face_many_dangers_ahead.
qstr_A_god_s_voice_booms_acros A_god's_voice_booms_across_the_sky:__End_your_persecution_of_my_raiding_Vanskerries_or_incur_the_wrath_of_HafSigla.
qstr_A_god_s_voice_booms_across A_god's_voice_booms_across_the_sky:__Defend_my_children_of_the_Fierdsvain_that_they_may_farm_in_peace,_in_the_name_of_Thallo_Ver_Shures.
qstr_A_god_s_voice_booms_across_ A_god's_voice_booms_across_the_sky:__I,_Vata,_command_you_in_my_name_to_destroy_those_who_threaten_my_D'Shar.
qstr_The_God_UllrVetr_is_ The_God_UllrVetr_is_about_to_give_you_a_gift,_but_you_must_have_space_for_it_in_your_inventory.
qstr_A_god_s_voice_booms_across_t A_god's_voice_booms_across_the_sky:_I,_UllrVetr,_God_of_Bowmen,_manifest_myself_to_you_as_this_bow._Use_it_well_in_the_battle_to_come.
qstr_UllrVetr_has_seen_th UllrVetr_has_seen_the_threat_vanquished;_and_in_that_instance_the_powerful_manifestation_that_was_the_bow_has_disappeared.
qstr_{s2}_loses_{s10}. {s2}_loses_{s10}.
qstr_{s2}_reports_the_{s1 {s2}_reports_the_{s10}_is_gone_missing_from_the_chest.
qstr_A_passing_messenger_ A_passing_messenger_told_you_{s4}'s_wife_died_suddenly_in_{s5}.
qstr_A_passing_messenger_t A_passing_messenger_tells_you_{s4}'s_wife_died_suddenly_in_{s5}.
qstr_{s5}_launches_a_surp {s5}_launches_a_surprise_attack_on_{s6}!
qstr_{s5}_War_Party {s5}_War_Party
qstr_The_{s12}_from_{s13} The_{s12}_from_{s13}_have_assembled_a_war_party_to_assist_the_{s11}.
qstr_Eyegrim_s_horde_has_ Eyegrim's_horde_has_gathered_enough_souls_to_raise_him_once_more.
qstr_Sources_say_Knights_ Sources_say_Knights_of_the_Eventide_are_avoiding_Eyegrim_at_all_costs._Reasons_unknown.
