stringsfile version 1
5057
str_no_string NO_STRING!
str_rumor_talki_vanskerry_11 he_overheard_some_captured_Vanskerry_Raiders,_en_route_to_the_slave_pens,_laughing_about_how_they_would_have_their_revenge_on_the_Fierdsvain_shortly,_though_they_did_not_go_into_detail_about_what_is_planned.
str_rumor_talki_vanskerry_12 he_heard_a_man,_who_claimed_to_be_an_escaped_Vanskerry_captive,_say_there_is_a_plan_afoot_to_free_all_the_Raider_prisoners._That's_all_he_overheard,_and_I_don't_know_how_much_credence_to_give_the_story.
str_rumor_talki_vanskerry_13 he_heard_Thomas_of_Rane,_a_trader_from_Ravenstern,_tell_of_a_narrow_escape._His_caravan_hired_scouts,_and_their_outriders_ran_into_a_good-sized_pack_of_Vanskerries._The_Raiders_killed_all_the_scouts_while_the_caravan_ran_for_it.
str_rumor_talki_vanskerry_14 he_told_me_an_acquaintance_of_his_said_he_could_scarce_credit_what_he_overheard_some_sailors_say_in_the_Valonbray_tavern._These_more_frequent_raids_are_supposedly_intended_to_soften_up_the_Fierdsvain_in_advance_of_full-scale_Vankserry_invasion!
str_rumor_talki_vanskerry_15 he_said_Thomas_of_Rane,_a_merchant_friend_of_his,_says_the_Ravenstern_merchants_are_speaking_of_hiring_a_mercenary_troop_to_protect_their_caravans_to_the_Fierdsvain_towns.
str_rumor_talki_vanskerry_16 he_said_he_heard_from_one_of_his_friends,_cousin_to_a_Vanskerry,_that_their_god,_Haf_Sigla,_sends_them_winds_blowing_in_the_direction_of_Pendor_to_aid_their_longboats_in_sailing_here._We_need_a_god_to_send_winds_that_blow_in_the_opposite_direction!
str_rumor_talki_vanskerry_17 he_heard_an_interesting_explanation_of_the_reason_behind_the_Vanskerry_raids._Apparently,_if_they_do_not_raid,_they_have_no_means_of_support._They_are_unable_to_farm_their_own_cold_land,_so_they_live_off_the_food_they_steal.
str_rumor_talki_vanskerry_18 he_said_his_grandfather_came_here_as_a_Vanskerry_Raider_and_married_a_Fierdsvain_farm_lass._Vanskerries_love_our_rich_farmland_here_because_they_have_none_of_their_own_back_home.
str_rumor_talki_vanskerry_19 he_said_he_did_not_know_if_he_should_pass_this_on_or_not,_but_anyway_talk_amongst_some_of_the_Fierdsvain_geezers_is_that_the_Vanskerries_think_that_life_in_Pendor_has_destroyed_their_cousins'_strength_and_turned_them_soft_and_luxury-loving.
str_rumor_talki_vanskerry_20 he_told_me_a_shocking_story!_A_Caravan_Master_said_that_his_group_passed_a_pack_of_Vanskerry_Raiders_abusing_some_peasant_women_they'd_kidnapped_in_a_raid.
str_rumor_talki_vanskerry_21 he_heard_an_amusing_story_about_the_Vanskerry_Raiders_from_the_bookseller._He_said_they_raided_a_Sarleon_caravan_carrying_ale_and_drank_it_up_on_the_spot._One_of_their_captives_got_loose,_tied_them_up_and_castrated_every_drunken_one_of_them!
str_rumor_talki_vanskerry_22 he_said_one_of_the_Vanskerry_Jarls_claimed_to_own_a_powerful,_magic_axe_that_could_cut_through_the_strongest_armor.
str_rumor_talki_vanskerry_23 he_said_that_all_the_women_taken_by_the_Vanskerry_Raiders,_and_many_of_the_men,_end_up_as_thralls_in_the_North._What_a_terrible_fate!
str_rumor_talki_red_1 he_saw_two_men_talking_in_an_alleyway._He_could_not_hear_what_they_said,_but_one_passed_a_packet,_and_they_parted_with_a_complicated_series_of_hand_gestures._As_they_left,_one_of_them_dropped_a_red_leather_glove._Watching_them_walk_away,_he_was_careful_not_to_pick_it_up.
str_rumor_talki_red_2 he_spoke_to_a_slaver_last_week._It_appears_that_well-trained_soldiers_have_become_the_slave_of_choice_on_the_market,_because_that_seems_to_be_all_they_are_interested_in_purchasing._That_is_odd,_as_high-end_soldiers_usually_make_poor_galley_slaves._One_loose_chain_and_they_kill_their_owners!
str_rumor_talki_red_3 he_heard_two_badly_disguised_Brotherhood_bullyboys_talking_in_the_tavern_last_night._Someone_is_disrupting_their_harvester_gangs._He_did_not_hear_the_whole_discussion,_but_the_name_{playername}_was_bandied_about_quite_a_bit.
str_rumor_talki_red_4 he_told_me_that�_oh,_damn._It_is_you!_Listen,_{playername},_you_need_to�_no,_never_mind_how_I_know_you._Just_get_out_of_town._The_Brotherhood_are_crawling_all_over_this_place,_and_they_are_aiming_for_one_target:__You._Someone_is_paying_top_dollar._Now_go._You_never_saw_me.
str_rumor_talki_red_5 he_found_out_that_the_Brotherhood_are_angling_to_get_into_the_weapons_trade._They_already_have_the_slave_market_tied_up,_mostly_because_it_is_distasteful._But_weapons?_That_is_a_new_direction_for_the_boys_in_red,_and_if_they_know_something_we_are_unaware_of�_well,_I_would_sleep_light,_were_I_you.
str_rumor_talki_red_6 he_heard_from_the_guild_master_that_the_blacksmith_got_visited_by_the_rouge_stooges_last_night�_seems_he_decided_not_to_pay_for_his_new_'apprentice'._Claimed_the_boy_simply_dropped_in_on_him_and_wanted_a_job._Poor,_dumb_bastard._They_broke_his_hammer-hand.
str_rumor_talki_red_7 he_saw_it_plain_as_day._Three_bloodyboys_beating_up_a_shopkeeper_on_the_steps_of_his_own_house!_And_the_town_guards�_did_they_do_aught_to_help?_No,_they_walked_right_on_past,_as_blind_as_men_can_be_paid_to_be._Nobody_even_trusts_the_sheriff_in_this_town_any_more.
str_rumor_talki_red_8 he_said_to_me_I_should_never_be_late_in_paying_the_guards,_and_here_I_am_thinking_I_must_have_hired_security_in_my_sleep,_right?_But_no,_he_was_talking_about_the_Reds!_I_left_Ethos_to_get_away_from_those_dogs�_and_here_they_set_up_shop_in_my_own_bloody_courtyard._A_man_never_wins_with_those_gits.
str_rumor_talki_red_9 he_noticed_a_certain,_well,_preference,_shall_we_say._With_the_slavers._They_have_all_gone_from_nice_docile_galley-strokers_to_myrmidons._Suddenly_soldiers_are_pulling_top_dollar._Listen,_friend._Those_Reds?_They_know_all_the_folks_who_know._They_are_moving_mercenaries,_plain_and_simple._What_does_that_tell_ya?
str_rumor_talki_red_10 he_knows_some_folks_on_the_inside_at_the_Brotherhood._Worst_infighting_he_has_ever_seen._They_like_to_act_all_organized,_but_when_was_the_last_time_you_saw_more_that_a_couple_of_them_together?_That_is_purely_because_they_cannot_stand_each_other!_Bloody_taffers_hate_themselves_as_much_as_we_do!
str_rumor_talki_red_11 he_overheard_a_Buyer_in_the_tavern_talking_to_a_bounty_hunter._Apparently_someone_is_rather_keen_to_buy_a_slave_named_{playername}._The_price_mentioned_was_pretty_steep._On_the_other_hand,_I_hear_{reg63?he:she}_captains_an_adventuring_company._Fat_chance_of_the_Reds_tackling_that,_eh?
str_rumor_talki_red_12 he_said_he_told_the_butcher_that_the_Brotherhood_act_all_big_here_in_the_safety_of_the_city,_but_out_there?_They_are_so_much_fodder,_scrabbling_for_a_few_farmer_captives._They_just_cannot_cooperate_enough_to_pose_a_threat._Next_day,_his_house_burns_down._What_did_we_learn?_The_butcher_is_a_snitch.
str_rumor_talki_red_13 he_saw_a_bounty_hunter_with_a_line_of_slaves._Sorry_looking_sods_they_were,_too._All_stumbling_and_weak,_unfed_for_days_most_likely._Perfect_galley-fodder,_they_was._And_the_ruddy_bugger_turns_them_away._Said_he_had_no_room_in_the_pens_for_low_rent_strokers._What,_did_the_galleys_all_sink?
str_rumor_talki_red_14 he_heard_from_the_guildsman_that_two_of_the_Brotherhood_houses_are_feuding._Three_men_have_been_found_killed_in�._creative_fashion._And_two_more_are_missing._This_is_better_than_the_arena!_I_would_place_bets,_but_the_bookies_are_all_Reds!
str_rumor_talki_red_15 he_said_the_boys_in_red_had_been_over_to_the_granary._Seems_they_decided_the_price_there_was_too_low,_and_needed_doubling._Like_they_would_know!_They_are_just_spooked_because_that_caravan_got_whacked_by_the_bloody_snake_handlers_down_south.
str_rumor_talki_red_16 he_has_not_had_a_good_run_in_weeks._The_Brotherhood_keep_driving_the_price_up,_and_no_one_wants_to_pay._At_this_rate_he_will_be_running_around_to_each_little_farm,_buying_it_at_the_source._Sure,_it's_time_consuming,_but_when_was_the_last_time_the_farmers_cared_a_whistle_for_the_Reds?_
str_rumor_talki_red_17 he_heard_the_Reds_had_been_pushing_for_the_cobbler_to_sign_on_with_them._I_mean,_yeah,_the_cobbler_is_a_second_cousin_twice_removed_from_the_Seneschal,_but_is_that_enough_to_get_offered_a_membership_now?_Oh_well,_that_is_his_funeral.
str_rumor_talki_red_18 he_saw_the_captain_of_an_adventuring_company_troop_into_the_tavern_with_a_whole_gang_of_ruddy-buddies_in_tow�_as_prisoners!_A_harvester_gang_had_tangled_with_the_wrong_company._Did_his_heart_no_end_of_good_to_watch_the_Brotherhood_buy_back_its_own.
str_rumor_talki_red_19 he_sat_with_me_and_he_said_wanted_out._I_asked_him,_out_of_what?_He_just_said_out._Poor_sap._He_looked_so_sad._He_looked_even_sadder_when_the_other_Reds_came_to_take_him_in_hand,_but_what_was_I_to_do?_If_I_had_said_anything_it_would_have_been_my_hide._Better_him_than_me,_that's_what_I_say.
str_rumor_talki_red_20 he_walked_in_and_simply_said,_'They_know.'__'Know_what?'_says_I._'Don't_play_coy,'_he_says,_'they_know_{playername}_has_been_here._Next_time,_signal_them_or_there_will_be_trouble.'__As_if_I_know_what_{playername}_looks_like!_The_Reds_can_go_rot,_is_what_I_say._{playername}_indeed._Pffft.
str_rumor_talki_red_21 he_saw_a_priestess_leap_between_a_knight_of_Dawn_and_a_member_of_the_Red_Brotherhood,_shouting,_'Everything_casts_a_shadow,_even_Pendor._We_cannot_cut_it_away._It_is_an_inseparable,_holy_part_of_us._If_the_Red_Brotherhood_didn't_satisfy_our_vices,_then_a_thousand_other_gangs_would_rise_to_take_their_place._There_would_be_war_on_the_streets,_war_for_our_lust,_our_sloth,_our_wrath!'_Yet_before_she_could_say_more,_the_knight_slew_her.
str_rumor_talki_red_22 he_heard_from_a_barkeep_that_the_Red_Brotherhood_ran_a_brothel_in_Sarleon_with_Noldor_women._It_enticed_him,_so_next_time_he_visited_Sarleon_he_wanted_to_pay_them_a_visit,_even_if_it_cost_him_1,000_denar._At_first,_he_even_thought_it_might_be_worth_it,_as_the_women_there_were_exceedingly_beautiful._Yet_as_he_lay_with_one,_he_discovered_that_her_pointed_ears_were_sculpted_with_wax,_and_outraged,_he_stormed_out_of_the_brothel,_the_mistress_laughing_behind_him.
str_rumor_talki_red_23 he_heard_from_a_militiaman_in_Ravenstern_that_the_Red_Brotherhood_had_been_organizing_dog_fights._Although_King_Gregory_was_trying_to_put_a_stop_to_it,_the_Brotherhood_was_always_a_step_ahead_of_them._And_late_into_the_night,_they'd_hear_the_howls_and_snarls_of_dogs_needlessly_killing_one_another.
str_rumor_talki_red_24 he_heard_from_a_wandering_refugee_that_she_had_only_just_managed_to_escape_a_Red_Brotherhood_slave_camp._They_forced_her_and_countless_others_to_cultivate_a_new_strain_of_sage_that,_when_smoked,_gave_prophetic_visions..._and_sometimes_led_to_madness._Apparently,_it's_all_the_rage_amongst_a_certain_circle_of_nobles.
str_rumor_talki_red_25 he_heard_from_the_barkeep_in_Janos_that_the_Red_Brotherhood_and_the_Snake_Cult_were_feuding_endlessly_over_vice_in_the_Empire._For_generations,_it_had_been_under_the_control_of_the_Red_Brotherhood,_and_many_local_thugs_and_dealers_are_still_loyal_to_their_former_masters._But_the_Snake_Cult_has_control_of_the_higher_classes_now,_and_slowly_they're_working_their_way_down,_weeding_out_the_last_bastions_of_Brotherhood_influence.
str_rumor_talki_red_26 he_heard_from_a_shadowy_merchant_in_Torbah_that_one_can_buy_anything_from_the_Red_Brotherhood,_even_objects_they_don't_strictly_own._When_he_asked_for_the_Khan's_chalice,_the_merchant_simply_laughed_and_said_it_would_cost_40,000_denars._For_the_right_price,_anything_could_be_bought_and_sold_amongst_the_Brotherhood.
str_rumor_talki_adven_1 he_said_that_the_local_Lord_has_hired_an_Adventuring_Company_to_search_for_treasure_on_his_behalf._He_supposedly_has_a_treasure_map._I_wonder_how_much_treasure_he_will_actually_see_out_of_that_deal?
str_rumor_talki_adven_2 he_said_some_of_the_Adventuring_Companies_really_have_it_in_for_someone_named_{playername}_and_are_looking_for_{reg63?him:her}_all_over._The_name_is_the_same,_I_hope_that_is_not_you!
str_rumor_talki_adven_3 he_heard_a_Lord_hired_an_Adventuring_Company_to_escort_his_wife_to_Sarleon,_and_the_bastards_kidnapped_her_and_demanded_a_hefty_ransom_from_him._He_is_positively_apoplectic_over_the_affair.
str_rumor_talki_adven_4 he_said_that_rumor_has_it_a_Sarleon_merchant_tried_to_double-cross_one_of_the_Adventuring_Companies_and_came_to_grief_over_it._They_raided_five_of_his_caravans_to_get_what_they_said_was_their_payment_due._He_failed_to_overhear_what_the_merchant_had_hired_them_to_do.
str_rumor_talki_adven_5 he_heard_that_a_farmer,_Yanus_of_Pern,_is_beside_himself._He_had_a_fight_with_his_wife,_and_she_up_and_ran_off._Damned_if_she_did_not_join_an_Adventure_Company._Mind_you,_she_blacked_his_eyes_and_bashed_his_head_with_an_iron_skillet_before_she_left,_so_she_is_a_fighter,_all_right.
str_rumor_talki_adven_6 he_overheard_one_of_the_Adventuring_Companies_laughing_it_up_in_the_Senderfall_tavern._They_were_drinking_toasts_to_some_Lord,_who_had_just_paid_them_a_hefty_ransom_for_the_safe_return_of_his_wife._
str_rumor_talki_adven_7 he_said_the_Jatu_massacred_an_Adventuring_Company_they_caught_poking_around_ruins_in_the_Jatu_hills._I_guess_they_were_looking_for_treasure._Too_bad_they_found_the_Jatu!
str_rumor_talki_adven_8 he_heard_it_was_downright_dangerous_to_search_the_Noldor_ruins_these_days,_because_the_Adventuring_Companies_are_looking_for_artifacts_and_treasures_there_and_do_not_welcome_competition.
str_rumor_talki_adven_9 he_told_me_the_Ethos_innkeeper_says_she_is_really_pleased_that_one_of_the_Adventuring_Companies_is_using_her_inn_for_a_base_while_they_search_for_something_near_there._Her_wine_sales_have_tripled_and_she_has_had_to_order_more_ale,_as_well.
str_rumor_talki_adven_10 he_was_told_a_Cez_Caravan_Master_claims_that_the_Empire_is_currently_crawling_with_Adventuring_Companies._I_wonder_what_they_are_all_doing_there?
str_rumor_talki_adven_11 he_said_a_Legionnaire_told_him_that_the_Adventuring_Companies_are_fighting_with_the_Renegade_Knights_in_the_Empire._He_said_he_hopes_all_of_them_exterminate_one_another_and_save_the_Legion_some_trouble.
str_rumor_talki_adven_12 he_heard_from_a_squire_who_escaped_the_massacre,_that_he_was_the_only_survivor_of_an_Adventuring_Company_which_fell_afoul_of_the_Noldor_in_the_Woods_of_Laria._They_were_looking_for_Noldor_artifacts_there.
str_rumor_talki_adven_13 he_heard_from_a_man_who_claims_he_saw_an_Adventuring_Company_ambushed_while_they_were_looking_for_treasure_in_Rane._He_did_not_mention_who_attacked_them.
str_rumor_talki_adven_14 he_said_the_Adventuring_Companies,_especially_that_one_run_by_Meregan_Kierlic,_the_Griffonsword_Company,_actively_recruit_woman_fighters.
str_rumor_talki_adven_15 he_said_most_of_the_Adventure_Companies_will_honor_their_given_words,_so_long_as_they_get_paid_on_time_for_their_jobs._
str_rumor_talki_adven_16 he_heard_from_a_guard_captain_in_Avendor_that_he_made_the_mistake_of_propositioning_a_woman_in_one_of_the_Adventure_Companies._She_knocked_him_into_the_wall,_kicked_him_where_it_hurt_the_most_and_put_her_dagger_to_his_throat,_all_the_while_damning_him_for_his_effrontery_in_quite_poetic_terms.
str_rumor_talki_adven_17 he_said_members_of_one_of_the_Adventuring_Companies_were_in_the_tavern,_drinking_away_their_disappointment._They_failed_to_find_the_treasure_marked_on_the_map_they_bought._He_said_the_Traveler_who_sold_it_to_them_is_in_real_trouble.
str_rumor_talki_adven_18 he_heard_that_the_Valonbray_innkeeper_has_banned_all_Adventuring_Companies_from_his_tavern_because_one_of_them_tore_up_the_place_last_week.
str_rumor_talki_adven_19 he_said_any_one_of_the_Adventuring_Company_captains_would_sell_off_his_own_old_mother_if_thought_he_could_get_a_few_denars_for_her.
str_rumor_talki_adven_20 he_heard_that_there_were_recruiters_in_Barclay_looking_for_young_nobles_to_join_some_of_the_Pendor_Adventure_Companies._They_promise_their_recruits_riches_beyond_their_wildest_ken.
str_rumor_talki_bandit_1 he_said_you_should_not_blame_some_of_the_boys_who_turned_to_banditry._The_Lords_hang_their_fathers_for_poaching_and_send_their_sheriffs_to_confiscate_their_farms_before_the_hanged_man_is_done_kicking._What_else_can_the_lads_do,_at_that_point?
str_rumor_talki_bandit_2 he_said_one_of_the_Red_Brotherhood_told_him_that_he_knew_several_lads_who_turned_bandit_because_of_what_a_Lord_did_to_their_sisters._They_call_it_'Jus_Primae_Noctis'_or_some_such_thing.
str_rumor_talki_bandit_3 he_said_a_caravan_master_told_him_that_between_the_outlaws_and_those_Rougie_Stoogie_bastards,_it_was_worth_his_life_to_get_a_caravan_from_Sarleon_to_Avendor_unmolested_without_an_Adventuring_Company_escorting_it.
str_rumor_talki_bandit_4 he_heard_a_bandit_boast_that_the_outlaws_have_started_joining_up_with_the_Heretics,_because_those_murdering_bastards_let_them_have_a_go_at_the_girls_before_they_sacrifice_them.
str_rumor_talki_bandit_5 he_heard_the_merchants_in_Sarleon_have_petitioned_the_King_to_quit_hanging_the_outlaws._They_want_him_to_have_them_drawn_and_quartered_in_the_public_square_as_examples.
str_rumor_talki_bandit_6 he_said_the_Outcasts_are_cast_out_for_good_reason._A_lot_of_them_get_thrown_out_of_their_own_villages_for_bad_behavior_and_petty_crimes.
str_rumor_talki_bandit_7 he_said_the_Red_Brotherhood_only_recruits_bandits_when_they_are_scraping_the_bottom_of_the_barrel_for_more_men._He_should_have_said_the_'top_of_the_barrel',_since_they_are_all_scum_and_scum_floats_to_the_surface,_haha.
str_rumor_talki_bandit_8 he_said_some_of_the_outlaw_groups_are_joining_the_Mystmountain_Raider_clans._Some_clan_chief_has_promised_them_land_when_the_Raiders_take_over_Ravenstern._Gullible_fools,_those_bandits!
str_rumor_talki_bandit_9 he_heard_from_an_Outlaw_Chief_that_someone_called_{playername}_had_called_the_bandit_'verminous_scum'._Heh,_he_had_to_ask_what_'verminous'_meant_before_he_took_offense._He_did_not_seem_to_object_to_the_'scum'_part.
str_rumor_talki_bandit_10 he_heard_in_the_Javiksholm_tavern_that_some_of_the_bandit_groups_are_talking_about_ganging_up_on_{playername}_because_{reg63?he:she}_has_killed_so_many_of_them_and_sold_off_the_survivors_to_Ramun_for_the_galleys.
str_rumor_talki_bandit_11 he_said_he_heard_in_the_Laria_market_that_the_Jatu_killed_some_forest_bandits_who_tried_to_join_them._Funny_that_the_Jatu_should_show_a_little_good_taste!
str_rumor_talki_bandit_12 he_heard_from_a_farmer_outside_Rane_that_when_Saffrongate_was_raided,_there_were_outcasts_mixed_in_with_the_marauding_Mystmountain_Raiders._Trash_recruits_trash,_as_I_always_say.
